Orthogroup	GQIE.pep	HQIE.pep	PI18.pep	PI19.pep	PI20.pep	S001.pep	S027.pep	S054.pep	S057.pep	S076.pep	S092.pep	S098.pep	S126.pep	S181.pep	S184.pep	S185.pep	T2T.pep
OG0024055	0	2	1	1	1	1	0	2	2	0	0	1	0	1	1	0	1
OG0024056	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024057	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0024058	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
OG0024059	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
OG0024060	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0024061	0	1	2	2	1	0	1	1	0	1	1	0	1	1	1	1	0
OG0024062	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1
OG0024063	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024064	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024065	0	2	1	0	1	0	1	2	0	1	1	1	1	1	0	1	1
OG0024066	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024067	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
OG0024068	0	1	0	0	0	1	1	1	1	1	1	2	1	1	1	1	1
OG0024069	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024070	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024071	0	1	1	2	1	1	1	1	1	1	1	0	1	0	1	1	0
OG0024072	0	1	1	1	0	1	1	2	1	0	1	0	1	1	1	2	0
OG0024073	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0024074	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
OG0024075	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
OG0024076	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
OG0024077	0	1	2	2	1	0	1	1	0	2	1	1	1	1	0	0	0
OG0024078	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
OG0024079	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024080	0	1	0	1	0	1	1	1	0	1	1	2	1	1	1	1	1
OG0024081	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
OG0024082	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
OG0024083	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024084	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024085	0	2	0	0	1	0	0	2	0	1	1	0	2	2	0	1	2
OG0024086	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0024087	0	1	2	1	1	1	1	1	1	1	1	0	1	0	1	1	0
OG0024088	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024089	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
OG0024090	0	1	0	0	1	2	1	1	2	1	1	0	1	1	1	1	0
OG0024091	0	2	3	1	1	0	1	1	0	1	1	0	1	0	0	1	1
OG0024092	0	1	1	1	1	2	1	1	1	1	0	1	0	0	1	1	1
OG0024093	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
OG0024094	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0024095	0	1	1	0	1	0	1	1	0	1	2	1	1	1	1	1	1
OG0024096	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024097	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
OG0024098	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	2
OG0024099	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0024100	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0024101	0	1	3	3	1	2	0	1	1	0	0	0	1	0	1	0	0
OG0024102	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0024103	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024104	0	1	1	2	1	1	1	0	1	1	1	1	1	1	1	0	0
OG0024105	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024106	0	1	0	1	0	1	1	1	0	1	2	1	1	1	1	1	1
OG0024107	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024108	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0024109	0	1	2	1	1	0	1	1	1	0	1	1	1	0	1	1	1
OG0024110	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0024111	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0024112	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024113	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1
OG0024114	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024115	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024116	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
OG0024117	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0024118	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1
OG0024119	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
OG0024120	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0024121	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024122	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1
OG0024123	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0024124	0	1	1	2	2	2	0	1	2	0	1	1	1	0	0	0	0
OG0024125	0	1	0	1	1	2	1	1	2	1	0	1	0	0	2	0	1
OG0024126	0	1	1	2	0	1	1	1	1	1	1	0	1	1	0	1	1
OG0024127	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024128	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1
OG0024129	0	1	2	2	2	0	1	1	0	0	0	1	0	2	1	0	1
OG0024130	0	1	4	0	1	1	2	0	0	0	1	0	1	1	1	0	1
OG0024131	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1
OG0024132	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024133	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0024134	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024135	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024136	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024137	0	1	1	1	1	1	1	0	1	0	2	1	0	1	1	1	1
OG0024138	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
OG0024139	0	1	2	3	0	3	1	1	0	1	1	0	0	1	0	0	0
OG0024140	0	1	0	0	0	1	1	1	1	1	2	1	1	1	1	1	1
OG0024141	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
OG0024142	0	1	1	0	2	1	2	0	1	0	0	0	1	1	0	2	2
OG0024143	0	1	0	1	1	0	1	0	0	1	1	2	2	0	1	1	2
OG0024144	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024145	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
OG0024146	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024147	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024148	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0024149	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0024150	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
OG0024151	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
OG0024152	0	1	0	0	0	0	1	1	1	1	1	3	1	1	1	1	1
OG0024153	0	1	1	1	1	1	2	0	1	2	1	0	1	0	0	1	1
OG0024154	0	1	0	0	2	1	1	1	1	1	1	1	1	1	1	1	0
OG0024155	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024156	0	1	2	1	1	1	1	1	1	1	1	0	0	1	1	0	1
OG0024157	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024158	0	1	0	0	0	1	2	1	1	2	1	0	1	0	1	2	1
OG0024159	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024160	0	1	0	0	0	0	1	1	0	2	2	1	1	1	2	1	1
OG0024161	0	1	1	1	2	1	1	1	0	1	0	1	0	1	1	1	1
OG0024162	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
OG0024163	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
OG0024164	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0024165	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1
OG0024166	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
OG0024167	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024168	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024169	0	1	0	1	0	1	1	1	1	1	1	2	1	1	1	1	0
OG0024170	0	1	1	2	1	1	1	0	1	1	1	1	1	0	1	1	0
OG0024171	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024172	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024173	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024174	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024175	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
OG0024176	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0024177	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0024178	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
OG0024179	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
OG0024180	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024181	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0024182	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	2	0
OG0024183	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024184	0	1	1	1	1	1	2	1	1	1	2	0	0	0	0	2	0
OG0024185	0	1	1	2	1	1	1	0	1	1	1	0	1	1	1	1	0
OG0024186	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0024187	0	0	2	1	2	1	0	0	1	0	1	1	2	1	0	1	1
OG0024188	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
OG0024189	0	0	1	3	4	2	0	1	1	0	0	1	0	0	0	0	1
OG0024190	0	0	4	2	3	2	0	1	0	0	0	1	0	0	1	0	0
OG0024191	0	0	1	2	2	2	2	0	2	0	0	0	0	0	0	2	1
OG0024192	0	0	1	1	0	1	0	1	1	1	2	1	1	2	1	1	0
OG0024193	0	0	3	2	2	2	0	0	3	0	0	2	0	0	0	0	0
OG0024194	0	0	1	1	1	2	0	1	2	1	1	1	1	0	0	1	1
OG0024195	0	0	3	2	2	1	1	0	1	1	0	1	1	0	0	0	1
OG0024196	0	0	1	1	1	0	1	1	0	1	0	1	1	1	2	1	2
OG0024197	0	0	1	0	5	1	0	2	3	0	0	0	0	1	0	1	0
OG0024198	0	0	4	1	2	3	0	0	3	0	0	0	0	0	1	0	0
OG0024199	0	0	3	2	3	0	1	1	0	0	0	2	1	0	0	0	1
OG0024200	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0024201	0	0	1	0	1	1	2	1	1	1	1	1	1	1	1	1	0
OG0024202	0	0	2	1	3	4	0	0	2	0	0	0	0	0	0	0	2
OG0024203	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024204	0	0	1	1	1	1	1	1	1	1	1	2	1	0	0	1	1
OG0024205	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0024206	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024207	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0024208	0	0	2	1	1	1	1	1	1	1	1	1	1	0	1	1	0
OG0024209	0	0	2	2	2	3	1	0	2	0	0	0	0	0	0	0	2
OG0024210	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024211	0	0	1	1	1	1	1	1	1	1	1	2	1	0	1	1	0
OG0024212	0	0	1	0	0	1	1	1	1	1	1	1	2	2	1	1	0
OG0024213	0	0	1	2	1	2	1	1	1	1	1	0	0	1	1	1	0
OG0024214	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024215	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024216	0	0	1	2	1	2	1	1	2	1	0	1	1	0	0	1	0
OG0024217	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024218	0	0	4	4	1	1	0	0	2	0	0	1	0	0	0	1	0
OG0024219	0	0	2	3	2	1	1	0	1	1	0	0	1	0	1	0	1
OG0024220	0	0	2	1	1	1	0	1	1	0	1	1	1	1	1	2	0
OG0024221	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024222	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024223	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024224	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024225	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024226	0	0	2	2	2	2	0	0	3	0	0	0	0	0	0	0	3
OG0024227	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0024228	0	0	1	2	1	0	2	1	0	1	1	2	0	1	1	1	0
OG0024229	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024230	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
OG0024231	0	0	2	4	2	0	0	0	1	0	0	0	0	2	1	0	2
OG0024232	0	0	1	0	2	1	1	1	1	0	1	2	1	1	1	1	0
OG0024233	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0024234	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0024235	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0024236	0	0	1	2	2	2	0	0	2	0	0	0	0	1	0	1	3
OG0024237	0	0	1	1	1	0	0	1	1	1	1	2	2	1	1	1	0
OG0024238	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0024239	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	2
OG0024240	0	0	0	4	2	2	1	1	2	1	0	0	0	0	1	0	0
OG0024241	0	0	0	2	2	0	0	1	5	0	0	0	0	0	0	0	4
OG0024242	0	0	0	2	1	0	2	1	0	1	1	2	1	1	1	1	0
OG0024243	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0024244	0	0	0	2	0	1	1	1	1	1	1	1	2	1	1	1	0
OG0024245	0	0	0	0	2	2	0	0	2	0	7	1	0	0	0	0	0
OG0024246	0	0	0	0	1	2	2	2	2	0	0	1	2	0	2	0	0
OG0024247	0	0	0	0	0	2	2	2	2	2	1	0	1	0	1	1	0
OG0024248	0	0	0	0	0	1	3	0	0	2	2	0	0	3	0	3	0
OG0024249	0	0	0	0	0	0	1	2	0	1	2	1	2	1	2	1	1
OG0024250	0	0	0	0	0	0	0	3	0	2	3	0	0	1	2	3	0
OG0024251	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
OG0024252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0024253	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1
OG0024254	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1
OG0024255	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1
OG0024256	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1
OG0024257	1	1	0	1	1	0	1	1	1	1	1	2	0	0	1	0	1
OG0024258	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024259	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024260	1	1	2	0	2	0	1	1	0	1	1	0	1	0	1	1	0
OG0024261	1	1	0	0	0	1	1	1	1	2	1	1	1	0	1	1	0
OG0024262	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1
OG0024263	1	1	1	0	1	1	1	0	1	1	2	1	1	0	1	0	0
OG0024264	8	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0
OG0024265	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OG0024266	2	3	0	0	0	0	1	1	0	1	1	2	0	0	0	2	0
OG0024267	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0024268	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0024269	4	0	0	0	0	0	2	1	0	0	1	1	3	0	0	1	0
OG0024270	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0024271	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0024272	1	1	3	1	2	1	0	1	1	1	0	1	0	0	0	0	0
OG0024273	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0024274	2	1	0	0	0	0	2	1	0	1	1	1	1	1	1	1	0
OG0024275	1	2	3	2	1	0	1	0	0	0	1	1	0	0	0	0	1
OG0024276	7	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OG0024277	6	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	2
OG0024278	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024279	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1
OG0024280	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1
OG0024281	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1
OG0024282	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024283	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024284	1	0	1	1	2	0	0	1	0	1	1	0	1	1	1	0	2
OG0024285	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1
OG0024286	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1
OG0024287	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0
OG0024288	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1
OG0024289	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024290	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1
OG0024291	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0024292	2	1	0	0	0	2	0	2	1	1	1	0	0	1	0	1	1
OG0024293	2	0	1	1	1	1	0	0	2	0	1	1	1	0	1	0	1
OG0024294	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024295	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1
OG0024296	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1
OG0024297	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024298	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1
OG0024299	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1
OG0024300	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1
OG0024301	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024302	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1
OG0024303	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1
OG0024304	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024305	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024306	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0
OG0024307	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0
OG0024308	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1
OG0024309	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1
OG0024310	1	1	2	2	2	0	0	0	1	0	0	1	1	0	0	0	2
OG0024311	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024312	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1
OG0024313	1	1	2	1	0	1	1	0	0	1	0	1	1	0	0	0	3
OG0024314	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1
OG0024315	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1
OG0024316	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1
OG0024317	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024318	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0
OG0024319	1	2	1	0	1	2	0	0	2	1	0	0	0	0	1	2	0
OG0024320	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1
OG0024321	1	1	0	1	0	0	1	1	1	1	0	0	1	2	1	1	1
OG0024322	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0
OG0024323	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0024324	1	1	0	0	0	2	1	1	1	1	1	0	1	1	1	1	0
OG0024325	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1
OG0024326	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1
OG0024327	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1
OG0024328	1	0	2	1	1	0	0	1	0	1	1	1	0	1	1	2	0
OG0024329	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024330	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OG0024331	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0
OG0024332	1	1	0	1	0	2	1	1	1	1	1	0	1	0	1	1	0
OG0024333	2	0	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1
OG0024334	6	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	3
OG0024335	1	1	0	0	0	2	1	1	1	1	1	0	1	0	1	1	1
OG0024336	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
OG0024337	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0
OG0024338	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0
OG0024339	3	4	0	1	1	0	0	0	2	0	0	0	0	0	0	0	2
OG0024340	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0
OG0024341	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0024342	1	1	1	1	1	2	0	0	2	0	0	1	2	0	0	0	1
OG0024343	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1
OG0024344	3	2	0	0	0	1	1	0	0	0	1	0	0	1	0	3	1
OG0024345	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1
OG0024346	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1
OG0024347	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1
OG0024348	1	2	1	1	0	1	1	0	2	0	0	1	0	1	1	0	1
OG0024349	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1
OG0024350	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1
OG0024351	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024352	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1
OG0024353	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1
OG0024354	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1
OG0024355	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1
OG0024356	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1
OG0024357	1	1	0	1	1	1	0	0	1	1	1	0	1	0	1	1	2
OG0024358	1	1	2	2	2	2	0	0	1	0	0	0	0	0	0	0	2
OG0024359	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024360	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
OG0024361	1	2	0	0	0	0	0	1	0	0	0	2	1	0	2	2	2
OG0024362	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1
OG0024363	1	2	0	0	0	0	2	1	0	0	1	2	1	1	1	1	0
OG0024364	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0024365	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1
OG0024366	1	1	1	0	0	0	1	1	0	1	1	3	2	1	0	0	0
OG0024367	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0
OG0024368	1	1	1	1	1	3	0	0	1	1	0	0	0	0	1	0	2
OG0024369	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0
OG0024370	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1
OG0024371	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0
OG0024372	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1
OG0024373	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1
OG0024374	1	0	1	2	1	3	0	1	2	0	0	1	0	0	0	1	0
OG0024375	2	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1
OG0024376	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1
OG0024377	1	2	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0
OG0024378	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1
OG0024379	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1
OG0024380	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1
OG0024381	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0
OG0024382	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0
OG0024383	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0
OG0024384	1	3	0	0	0	0	0	2	0	1	1	1	1	0	1	1	1
OG0024385	2	1	0	0	0	0	2	3	0	2	1	0	0	1	1	0	0
OG0024386	1	1	0	2	1	1	0	1	1	1	0	1	0	0	1	1	1
OG0024387	1	1	0	0	0	0	0	1	0	0	2	8	0	0	0	0	0
OG0024388	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1
OG0024389	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0024390	2	2	0	0	0	0	2	1	0	1	1	0	1	0	1	1	1
OG0024391	1	0	0	0	0	1	1	1	1	1	1	3	0	1	0	1	1
OG0024392	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1
OG0024393	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1
OG0024394	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0
OG0024395	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1
OG0024396	2	0	3	3	3	0	0	0	0	1	0	0	0	0	0	0	1
OG0024397	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1
OG0024398	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1
OG0024399	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1
OG0024400	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1
OG0024401	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1
